EngagementSurvey,DaysLateLast30,Salary,Age,Absences,EmpSatisfaction,YearsOfWork,MaritalDesc,SpecialProjectsCount,PerformanceScore
4.7,3,161386,66,3,5,13,Single,9,Fully Meets
4.73,2,60879,40,5,5,11,Single,6,Fully Meets
4.24,3,155286,58,3,5,16,Single,11,Exceeds
4.32,0,89803,72,6,4,16,Married,6,Fully Meets
2.31,2,54508,42,11,3,15,Divorced,5,PIP
4.34,2,61344,72,5,5,12,Single,14,Exceeds
1.71,6,56135,37,24,3,12,Single,1,PIP
3.19,3,52530,47,6,4,10,Separated,0,PIP
4.3,1,113068,40,3,5,15,Divorced,8,Fully Meets
4.15,1,204215,59,7,5,16,Separated,14,Exceeds
4.75,3,65532,57,2,5,8,Single,11,Exceeds
4.91,1,102881,45,6,5,7,Single,14,Exceeds
4.77,2,48991,55,6,5,8,Single,10,Fully Meets
3.79,3,114216,58,10,4,13,Single,8,Needs Improvement
2.62,3,52668,56,2,4,16,Married,8,Needs Improvement
1.45,7,72323,48,4,2,6,Divorced,5,PIP
4.33,0,164968,64,2,5,7,Married,15,Exceeds
4.97,1,51841,70,4,4,7,Single,7,Fully Meets
2.65,3,51793,51,14,4,11,Single,7,Needs Improvement
2.35,4,51912,31,22,3,10,Divorced,3,PIP
3.69,3,93479,35,15,3,9,Single,6,Needs Improvement
4.24,1,210154,64,6,4,10,Single,7,Fully Meets
4.73,2,59040,60,7,5,13,Married,8,Fully Meets
4.27,2,96623,56,9,5,11,Single,8,Fully Meets
2.51,3,53142,37,19,2,6,Married,0,PIP
2.9,3,67646,56,14,5,13,Widowed,4,Needs Improvement
4.41,1,74683,37,1,5,13,Single,13,Exceeds
2.72,3,51572,49,6,3,9,Widowed,6,PIP
4.54,2,125245,69,7,5,14,Single,11,Exceeds
2.83,5,58174,44,4,2,16,Divorced,2,PIP
4.51,3,186576,44,2,4,17,Single,7,Fully Meets
2.92,6,68301,30,12,4,6,Divorced,2,PIP
4.54,2,78304,68,3,5,12,Single,9,Fully Meets
4.05,3,140191,36,1,5,10,Single,11,Exceeds
4.4,2,221532,64,4,5,9,Married,7,Fully Meets
4.51,3,113772,46,7,5,9,Divorced,10,Fully Meets
4.43,2,102620,65,3,5,16,Divorced,8,Fully Meets
4.95,0,210634,52,4,5,9,Married,14,Exceeds
4.34,2,49379,35,4,4,15,Married,9,Fully Meets
4.16,0,208037,61,6,5,8,Married,13,Exceeds
1.92,3,64286,56,21,1,7,Separated,6,PIP
4.28,1,138020,55,0,5,11,Single,14,Exceeds
4.39,1,123560,61,8,4,7,Married,10,Fully Meets
1.44,3,66352,36,5,2,15,Widowed,6,PIP
3.89,2,101302,46,7,4,14,Widowed,5,Needs Improvement
3.14,3,48345,54,18,4,12,Divorced,0,PIP
4.29,2,164917,60,1,5,10,Married,11,Exceeds
4.7,2,112134,70,7,5,8,Married,14,Exceeds
2.18,3,141573,53,10,4,15,Separated,7,Needs Improvement
2.21,3,62328,59,3,4,6,Divorced,1,PIP
3.01,5,48443,42,17,4,7,Separated,6,PIP
3.11,3,145665,50,10,5,9,Widowed,7,Needs Improvement
2.5,3,116879,35,16,3,16,Single,6,Needs Improvement
2.71,2,67925,35,11,3,16,Divorced,6,Needs Improvement
2.76,5,46866,55,25,2,8,Divorced,5,PIP
4.68,3,177196,64,1,5,15,Married,10,Exceeds
4.22,1,210704,51,4,5,8,Married,7,Fully Meets
4.21,1,196855,56,6,5,9,Divorced,7,Fully Meets
4.33,2,192976,37,3,5,11,Single,12,Exceeds
2.75,4,52805,41,21,3,8,Separated,4,PIP
4.99,1,117261,51,8,4,16,Separated,8,Fully Meets
3.89,3,114964,35,5,5,15,Separated,7,Needs Improvement
2.92,5,60476,42,17,2,11,Divorced,1,PIP
3.69,2,88785,41,7,3,10,Widowed,8,Needs Improvement
4.88,2,80334,49,2,4,11,Married,9,Fully Meets
2.44,3,101537,45,16,3,11,Widowed,5,Needs Improvement
2.25,7,70309,40,7,3,11,Divorced,6,PIP
4.05,3,78636,43,4,5,16,Single,11,Exceeds
4.73,2,57712,61,5,5,12,Married,14,Exceeds
4.61,2,109457,48,9,4,8,Single,8,Fully Meets
2.43,2,121759,46,14,3,12,Widowed,7,Needs Improvement
2.95,2,138756,34,10,4,15,Separated,6,Needs Improvement
4.66,2,62709,58,4,5,9,Divorced,12,Exceeds
4.86,3,204629,68,6,5,17,Married,7,Fully Meets
4.51,1,105843,70,7,5,8,Single,8,Fully Meets
1.34,6,47135,37,7,5,11,Divorced,5,PIP
2.43,7,72499,31,16,2,5,Divorced,3,PIP
4.4,1,78258,51,2,4,12,Divorced,8,Fully Meets
3.17,2,140106,53,8,5,15,Widowed,6,Needs Improvement
4.27,1,202079,54,8,4,9,Divorced,8,Fully Meets
1.47,5,61960,43,9,3,9,Single,1,PIP
4.7,2,150144,36,10,4,9,Divorced,6,Fully Meets
4.57,3,49005,33,2,4,13,Married,9,Fully Meets
4.12,0,80176,54,7,5,9,Married,11,Exceeds
1.2,6,70180,47,10,1,15,Separated,3,PIP
2.19,5,57153,39,14,5,12,Widowed,3,PIP
2.02,6,55643,35,21,2,15,Divorced,3,PIP
3.75,2,98745,38,7,5,14,Divorced,4,Needs Improvement
3.09,4,52258,44,6,4,14,Divorced,5,Needs Improvement
4.39,0,174800,39,4,5,12,Single,10,Exceeds
4.97,1,45606,40,3,5,15,Divorced,8,Fully Meets
2.75,2,137625,58,12,4,13,Widowed,6,Needs Improvement
4.56,1,144506,32,7,5,9,Single,10,Exceeds
2.78,2,135599,44,14,3,16,Separated,8,Needs Improvement
2.7,3,101524,50,9,4,14,Widowed,8,Needs Improvement
4.22,0,96239,48,7,5,16,Married,12,Exceeds
4.11,3,129107,44,10,5,10,Single,8,Fully Meets
1.86,5,66035,54,8,5,7,Divorced,2,PIP
1.24,6,45266,59,16,3,9,Widowed,3,PIP
2.56,6,53378,50,16,5,12,Widowed,4,PIP
1.31,2,67686,53,16,5,6,Divorced,1,PIP
4.46,0,170722,53,8,5,15,Single,11,Exceeds
4.78,1,100820,65,3,5,12,Single,15,Exceeds
4.21,0,185215,41,3,4,13,Single,7,Fully Meets
1.94,6,54645,55,8,4,6,Divorced,4,PIP
4.45,2,187316,45,5,5,9,Single,14,Exceeds
1.72,2,59461,57,11,1,17,Separated,0,PIP
4.11,2,129251,56,4,4,7,Single,8,Fully Meets
4.24,3,57089,67,9,4,15,Single,7,Fully Meets
4.32,3,200428,59,8,5,15,Divorced,7,Fully Meets
2.87,2,146471,39,5,5,9,Divorced,6,Needs Improvement
4.3,1,148440,57,3,5,12,Separated,11,Exceeds
4.18,2,203990,36,8,5,8,Separated,9,Fully Meets
3.66,2,59304,34,10,5,12,Separated,6,Needs Improvement
4.48,0,104060,45,8,5,11,Single,8,Fully Meets
3.38,3,78294,59,16,3,7,Separated,8,Needs Improvement
3.47,3,94565,39,6,3,16,Married,7,Needs Improvement
3.06,3,126733,53,15,5,12,Separated,6,Needs Improvement
4.09,1,110021,42,4,5,13,Single,12,Exceeds
1.33,7,64569,37,7,3,13,Divorced,5,PIP
4.85,1,121637,37,2,5,14,Married,11,Exceeds
4.98,3,148555,36,3,5,12,Divorced,12,Exceeds
4.97,2,215608,53,7,4,10,Divorced,8,Fully Meets
4.03,0,103782,49,2,5,16,Married,13,Exceeds
4.66,2,131861,32,4,5,10,Married,6,Fully Meets
1.64,4,61224,58,6,2,9,Separated,2,PIP
4.59,2,207131,44,3,5,10,Married,11,Exceeds
2.41,4,51097,48,18,4,9,Separated,1,PIP
2.97,6,61399,33,13,3,8,Divorced,2,PIP
2.81,3,94586,34,6,5,14,Separated,8,Needs Improvement
4.91,2,52705,66,4,5,12,Single,7,Fully Meets
4.89,3,196139,34,1,5,12,Married,12,Exceeds
3.29,3,90862,50,17,3,16,Widowed,6,Needs Improvement
1.85,6,58412,45,7,4,7,Married,4,PIP
1.17,6,68411,31,10,3,15,Divorced,3,PIP
4.39,2,109640,60,9,5,12,Married,10,Fully Meets
4.7,2,126611,49,1,5,9,Married,14,Exceeds
1.15,4,56774,46,24,3,16,Separated,5,PIP
3.16,4,71660,55,10,2,16,Single,1,PIP
4.08,1,87586,45,8,5,15,Married,13,Exceeds
2.98,3,46639,45,7,3,6,Separated,1,PIP
2.98,4,66116,35,10,3,7,Single,4,PIP
4.67,2,141711,62,5,5,10,Married,7,Fully Meets
2.44,4,55571,39,15,2,8,Separated,5,PIP
4.95,1,212403,43,5,4,15,Single,9,Fully Meets
4.01,0,199584,53,10,5,9,Single,6,Fully Meets
2.91,3,77649,59,13,4,14,Widowed,5,Needs Improvement
4.18,2,103544,43,7,5,14,Married,6,Fully Meets
1.17,2,72058,31,9,4,5,Widowed,2,PIP
2.88,2,139765,56,10,3,13,Divorced,7,Needs Improvement
2.52,5,57226,45,17,1,11,Separated,0,PIP
4.39,1,61509,49,8,5,15,Divorced,9,Fully Meets
2.45,3,130867,41,12,4,17,Widowed,6,Needs Improvement
2.43,2,151183,55,13,4,16,Widowed,8,Needs Improvement
4.39,3,71223,69,9,4,9,Married,8,Fully Meets
2.78,5,45115,34,4,4,14,Separated,2,PIP
4.57,0,55482,71,6,5,14,Separated,6,Fully Meets
4.6,2,63715,54,8,5,8,Divorced,12,Exceeds
3.16,3,138788,55,16,4,13,Widowed,7,Needs Improvement
3.16,3,143325,55,9,5,11,Divorced,7,Needs Improvement
2.68,6,50875,53,4,4,12,Widowed,0,PIP
1.62,3,67831,31,18,4,12,Separated,6,PIP
4.51,0,138073,64,3,5,11,Married,10,Exceeds
4.64,0,93988,58,9,4,11,Single,10,Fully Meets
4.97,2,150690,48,6,5,14,Single,14,Exceeds
2.7,3,111719,36,9,3,17,Separated,6,Needs Improvement
3.11,4,86135,35,16,4,11,Widowed,5,Needs Improvement
2.26,6,61306,42,22,2,15,Separated,5,PIP
2.94,4,87965,56,8,4,14,Widowed,8,Needs Improvement
2.13,2,66379,42,19,5,6,Separated,2,PIP
4.65,2,73639,36,7,5,14,Married,13,Exceeds
2.41,7,59100,36,3,4,15,Divorced,2,PIP
4.45,3,178722,63,10,4,16,Single,7,Fully Meets
4.47,1,107013,48,3,5,9,Single,9,Fully Meets
3.47,2,108412,35,13,5,10,Widowed,4,Needs Improvement
4.27,3,170267,66,3,5,11,Single,13,Exceeds
3.67,2,62983,40,10,3,9,Divorced,6,Needs Improvement
2.25,3,146657,44,4,5,10,Married,8,Needs Improvement
2.29,4,138597,40,6,4,9,Widowed,7,Needs Improvement
3.43,3,91980,59,11,4,10,Divorced,8,Needs Improvement
2.85,2,127160,43,10,3,10,Married,8,Needs Improvement
4.36,1,190541,37,0,5,12,Single,12,Exceeds
4.87,2,153251,57,9,5,9,Single,9,Fully Meets
4.1,0,115738,59,9,5,17,Single,7,Fully Meets
4.57,2,74393,39,6,4,15,Single,9,Fully Meets
4.34,2,199842,72,4,5,15,Single,9,Fully Meets
2.79,3,113788,39,17,3,9,Widowed,4,Needs Improvement
4.21,1,60679,50,7,5,8,Single,11,Exceeds
4.76,1,53438,65,7,5,11,Married,9,Fully Meets
4.48,1,113843,37,9,5,13,Single,8,Fully Meets
4.81,0,197229,63,4,5,12,Single,11,Exceeds
2.05,4,134705,49,2,4,12,Separated,6,Needs Improvement
4.27,1,97472,63,7,5,14,Single,13,Exceeds
4.92,1,176661,44,5,5,9,Single,8,Fully Meets
2.43,2,118789,54,16,4,12,Widowed,6,Needs Improvement
4.94,1,191642,72,7,5,11,Single,11,Exceeds
4.41,0,224512,33,9,4,15,Married,7,Fully Meets
4.72,1,165472,61,5,5,17,Married,9,Fully Meets
4.72,2,138801,72,6,5,9,Married,10,Fully Meets
3.09,3,63505,41,8,4,15,Widowed,5,Needs Improvement
4.9,3,142209,66,6,5,13,Single,10,Fully Meets
2.18,3,122508,44,9,4,8,Single,4,Needs Improvement
4.91,2,60309,54,3,5,12,Married,14,Exceeds
4.73,2,201637,68,10,5,14,Single,7,Fully Meets
2.4,3,145375,58,6,4,17,Separated,8,Needs Improvement
1.5,3,67763,50,6,2,7,Divorced,5,PIP
1.68,5,69201,48,13,4,10,Separated,1,PIP
4.77,2,225195,52,6,5,15,Separated,14,Exceeds
1.4,2,54294,42,10,4,16,Divorced,3,PIP
4.66,3,172287,51,6,5,9,Married,13,Exceeds
3.62,4,52798,37,16,3,12,Divorced,5,Needs Improvement
2.07,2,72263,51,3,3,9,Divorced,6,Needs Improvement
3.15,4,136529,32,15,3,9,Widowed,6,Needs Improvement
4.41,2,48850,45,4,5,16,Separated,11,Exceeds
2.26,4,67619,35,5,5,11,Widowed,0,PIP
4.27,1,122051,44,2,5,14,Separated,10,Exceeds
1.8,5,61363,59,25,2,15,Divorced,5,PIP
4.85,2,136274,39,1,5,16,Single,10,Exceeds
4.28,2,149265,36,6,4,17,Single,7,Fully Meets
4.87,3,162559,70,6,5,14,Married,11,Exceeds
4.53,1,94771,57,2,5,9,Married,14,Exceeds
2.31,4,73738,39,25,4,16,Divorced,0,PIP
4.32,0,163148,50,10,4,13,Married,7,Fully Meets
4.9,0,63800,54,6,5,13,Separated,14,Exceeds
2.69,2,62896,50,8,5,8,Widowed,6,Needs Improvement
4.71,2,166206,43,5,5,15,Separated,9,Fully Meets
4.6,0,87281,42,5,5,13,Married,14,Exceeds
4.75,1,51384,40,5,4,8,Single,8,Fully Meets
4.73,2,104840,65,8,4,12,Separated,8,Fully Meets
2.14,5,60093,41,20,4,14,Separated,1,PIP
4.55,0,176965,65,4,4,11,Single,7,Fully Meets
4.15,2,138594,45,5,5,11,Single,12,Exceeds
4.47,2,108697,66,2,5,17,Married,12,Exceeds
1.69,2,52960,53,11,3,15,Divorced,2,PIP
2.54,3,91496,35,14,3,12,Separated,6,Needs Improvement
2.27,2,67982,41,16,2,9,Married,2,PIP
4.9,2,137758,35,1,5,9,Married,10,Exceeds
4.36,2,72445,55,5,4,10,Single,6,Fully Meets
4.97,3,184635,43,6,5,15,Single,8,Fully Meets
4.82,2,160695,64,8,5,16,Married,11,Exceeds
4.28,2,118844,33,4,5,15,Separated,13,Exceeds
3.15,4,77595,43,5,4,12,Separated,6,Needs Improvement
4.6,1,173006,66,6,5,15,Single,12,Exceeds
3.14,4,54038,37,11,3,6,Divorced,1,PIP
3.08,3,53078,39,3,3,16,Widowed,6,Needs Improvement
3.09,3,70024,34,16,1,8,Separated,1,PIP
4.14,0,75097,55,4,5,14,Married,14,Exceeds
4.73,1,159695,60,8,5,12,Single,11,Exceeds
4.37,0,80707,58,6,5,10,Married,15,Exceeds
2.33,3,54356,50,14,3,9,Separated,2,PIP
4.18,0,162001,56,1,5,11,Married,13,Exceeds
4.52,2,211935,57,8,5,16,Married,10,Fully Meets
3.08,4,111179,48,12,4,14,Married,6,Needs Improvement
4.77,2,152573,34,3,5,14,Single,11,Exceeds
4.05,2,103024,71,4,5,17,Married,7,Fully Meets
3.78,4,59145,46,13,5,9,Separated,8,Needs Improvement
1.13,3,53767,43,5,4,10,Separated,3,PIP
3.5,3,145814,36,10,3,11,Separated,6,Needs Improvement
2.35,4,53859,52,23,1,9,Separated,0,PIP
3.12,6,66068,30,22,5,8,Married,3,PIP
1.7,4,46630,47,20,2,12,Married,6,PIP
2.14,2,70568,32,23,3,7,Divorced,5,PIP
2.04,4,54846,51,4,3,13,Divorced,5,Needs Improvement
2.86,5,64830,35,11,2,6,Widowed,4,PIP
4.3,1,57489,68,1,5,8,Single,14,Exceeds
2.53,3,142662,45,15,4,17,Widowed,5,Needs Improvement
1.46,3,51060,37,14,4,10,Separated,1,PIP
4.04,0,172073,58,7,4,11,Divorced,8,Fully Meets
3.34,4,64127,50,13,3,8,Divorced,8,Needs Improvement
4.58,2,201861,49,5,5,13,Separated,8,Fully Meets
4.15,2,168232,46,8,4,11,Single,9,Fully Meets
4.73,2,142861,52,7,5,10,Single,13,Exceeds
3.41,3,93119,57,13,4,17,Divorced,4,Needs Improvement
1.21,6,72284,48,8,1,13,Divorced,1,PIP
4.75,0,76248,52,9,4,12,Married,7,Fully Meets
4.64,1,71140,48,5,5,7,Separated,14,Exceeds
3.22,3,145913,53,15,3,14,Separated,7,Needs Improvement
4.98,0,172185,60,7,5,10,Single,11,Exceeds
2.01,2,78439,49,3,5,14,Separated,7,Needs Improvement
4.83,2,126912,62,7,5,16,Married,11,Exceeds
2.46,3,57661,38,16,2,11,Separated,1,PIP
1.79,2,71708,49,3,3,6,Separated,0,PIP
2.58,3,86858,41,13,4,13,Widowed,6,Needs Improvement
2.83,2,133729,48,5,3,12,Separated,7,Needs Improvement
4.46,1,118357,37,4,4,17,Single,6,Fully Meets
2.83,3,109068,50,12,3,16,Separated,7,Needs Improvement
4.19,0,187727,40,7,5,17,Single,10,Exceeds
1.73,7,73105,51,18,5,15,Separated,3,PIP
3.77,4,151104,40,6,3,13,Widowed,7,Needs Improvement
4.72,2,59081,43,10,5,16,Married,8,Fully Meets
2.27,3,87243,36,2,4,17,Married,6,Needs Improvement
2.39,2,60571,31,22,2,14,Single,2,PIP
2.77,4,49801,53,5,2,17,Single,4,PIP
4.5,1,58784,45,5,5,15,Single,12,Exceeds
1.36,4,74815,38,12,4,8,Separated,5,PIP
3.8,4,93950,45,3,4,16,Single,5,Needs Improvement
2.45,3,64703,30,16,1,7,Separated,4,PIP
1.9,5,59175,56,8,2,14,Divorced,5,PIP
4.68,2,111118,57,4,5,12,Married,10,Fully Meets
2.69,4,134362,36,3,3,9,Widowed,6,Needs Improvement
3.26,2,91970,45,14,3,12,Divorced,7,Needs Improvement
4.48,1,120333,59,5,5,15,Divorced,11,Exceeds
4.12,0,53131,66,4,5,13,Married,9,Fully Meets
1.26,6,50257,55,23,3,13,Divorced,1,PIP
2.28,3,45429,39,10,4,5,Divorced,1,PIP
4.78,2,165713,47,3,5,11,Married,14,Exceeds
4.95,1,176421,32,5,5,15,Single,12,Exceeds
3.14,3,77834,55,10,4,12,Married,7,Needs Improvement
4.65,2,67108,37,1,5,12,Divorced,14,Exceeds
4.4,2,202181,58,3,5,12,Married,15,Exceeds
4.84,0,178064,60,6,5,9,Married,6,Fully Meets
4.09,1,154357,39,1,5,14,Married,11,Exceeds
4.83,3,199098,66,1,5,16,Single,10,Exceeds
4.59,0,210811,56,8,4,8,Married,7,Fully Meets
3.47,3,52047,45,4,4,14,Divorced,7,Needs Improvement
3.74,2,70499,37,17,4,14,Divorced,4,Needs Improvement
4.98,2,76819,50,4,5,7,Married,15,Exceeds
4.07,0,155120,34,7,4,9,Married,10,Fully Meets
2.47,6,53897,33,22,1,13,Separated,4,PIP
4.4,2,207965,70,10,5,17,Single,10,Fully Meets
4.03,2,114646,47,6,5,8,Separated,15,Exceeds
2.99,2,111712,45,3,5,16,Divorced,4,Needs Improvement
4.76,1,47294,43,8,4,12,Divorced,7,Fully Meets
4.16,3,136883,56,8,5,16,Separated,7,Fully Meets
2.98,7,60156,37,15,5,6,Divorced,3,PIP
1.62,3,57282,49,18,5,9,Divorced,2,PIP
4.65,1,176582,63,8,5,14,Single,9,Fully Meets
2.28,6,45580,47,12,4,5,Divorced,1,PIP
4.37,2,154344,65,8,4,9,Married,7,Fully Meets
2.31,2,45826,41,17,1,10,Divorced,0,PIP
3.09,5,74845,59,10,2,12,Divorced,3,PIP
4.39,2,197141,66,3,4,16,Married,7,Fully Meets
2.26,4,103900,41,12,3,16,Divorced,8,Needs Improvement
3.01,4,61750,49,15,3,11,Divorced,6,Needs Improvement
4.74,1,94396,62,3,5,13,Married,13,Exceeds
3.96,4,134488,35,5,4,8,Separated,7,Needs Improvement
4.83,1,177566,56,3,4,14,Separated,8,Fully Meets
2.92,6,59630,52,6,2,6,Divorced,1,PIP
4.61,1,139008,68,8,5,7,Separated,9,Fully Meets
1.91,7,49033,44,16,3,8,Divorced,5,PIP
3.14,4,53982,38,23,4,15,Separated,5,PIP
4.85,1,71318,47,6,5,13,Single,12,Exceeds
3.51,2,57367,38,3,4,16,Separated,7,Needs Improvement
2.17,6,64083,36,20,4,5,Separated,2,PIP
3.88,2,126323,53,16,5,8,Divorced,6,Needs Improvement
3.66,4,93422,41,8,5,7,Separated,7,Needs Improvement
4.22,3,123373,42,3,5,13,Divorced,13,Exceeds
2.04,3,58220,53,5,5,15,Separated,5,Needs Improvement
2.24,4,56061,42,19,4,15,Separated,5,PIP
4.06,1,58450,59,5,5,11,Divorced,7,Fully Meets
4.61,2,86870,48,4,5,10,Single,11,Exceeds
4.85,2,136539,33,2,5,12,Single,10,Exceeds
3.56,3,55886,41,10,3,7,Divorced,5,Needs Improvement
2.38,4,90450,54,5,5,12,Separated,5,Needs Improvement
4.47,3,124004,34,7,5,12,Divorced,10,Exceeds
4.27,2,117729,61,8,4,17,Single,6,Fully Meets
1.2,2,65285,53,10,2,6,Separated,5,PIP
4.45,0,85084,57,7,5,17,Married,13,Exceeds
1.63,6,55068,31,9,3,16,Single,2,PIP
1.14,5,48075,30,24,2,14,Divorced,4,PIP
2.67,3,63702,49,25,1,16,Divorced,1,PIP
4.96,2,66986,69,5,5,14,Divorced,11,Exceeds
1.99,5,64092,34,5,3,11,Divorced,3,PIP
3.21,2,68188,34,4,4,13,Divorced,4,Needs Improvement
4.37,1,134005,69,3,4,15,Single,6,Fully Meets
4.7,3,196866,50,8,4,17,Divorced,8,Fully Meets
4.37,1,118065,37,5,5,10,Married,7,Fully Meets
3.0,7,61759,38,13,2,7,Separated,2,PIP
4.45,3,213361,42,3,5,12,Married,11,Exceeds
4.45,0,82213,53,1,5,9,Married,11,Exceeds
4.82,2,76051,49,5,4,13,Single,9,Fully Meets
4.5,2,207035,60,2,5,12,Separated,13,Exceeds
1.39,6,69209,40,8,2,13,Married,0,PIP
3.13,3,123146,50,10,4,11,Divorced,7,Needs Improvement
4.38,1,105693,48,9,5,16,Married,8,Fully Meets
4.11,0,224017,34,8,5,9,Single,15,Exceeds
4.51,3,116136,68,3,5,12,Single,13,Exceeds
3.15,4,74422,36,9,3,8,Separated,5,PIP
2.77,3,86875,44,6,4,12,Widowed,6,Needs Improvement
2.17,4,147226,56,13,4,17,Divorced,4,Needs Improvement
2.58,2,56684,42,9,4,12,Divorced,1,PIP
2.39,2,111377,55,4,4,9,Separated,6,Needs Improvement
1.92,3,46312,49,18,5,12,Divorced,6,PIP
2.84,3,53917,34,7,5,14,Single,5,Needs Improvement
2.78,3,67308,55,12,2,8,Divorced,2,PIP
4.46,2,184041,38,3,5,14,Married,7,Fully Meets
4.03,2,205317,69,0,5,9,Separated,10,Exceeds
4.13,2,156866,52,2,5,8,Married,12,Exceeds
1.14,6,51537,60,6,3,9,Divorced,5,PIP
3.14,3,116571,39,11,5,11,Divorced,6,Needs Improvement
4.89,2,209521,49,1,5,17,Single,14,Exceeds
4.21,3,210788,33,7,5,10,Married,14,Exceeds
1.43,7,62314,35,7,4,16,Separated,6,PIP
2.31,4,62113,50,4,4,14,Divorced,5,Needs Improvement
4.94,3,115796,55,5,5,8,Divorced,12,Exceeds
2.64,5,48164,42,6,4,14,Separated,3,PIP
2.51,3,122130,44,15,3,13,Separated,6,Needs Improvement
4.14,1,179452,33,7,4,10,Married,6,Fully Meets
4.4,0,70045,67,2,5,14,Married,8,Fully Meets
4.64,0,187486,41,5,4,7,Single,8,Fully Meets
3.71,3,137346,37,10,4,13,Divorced,8,Needs Improvement
1.52,3,60179,32,7,4,9,Separated,2,PIP
4.83,0,190446,34,7,5,10,Divorced,12,Exceeds
1.87,3,74550,35,20,3,12,Separated,5,PIP
1.55,6,67770,33,20,5,12,Separated,1,PIP
2.74,3,56412,42,17,2,6,Separated,2,PIP
4.09,1,177163,72,7,4,8,Single,7,Fully Meets
3.21,2,143982,45,7,4,14,Married,4,Needs Improvement
1.44,6,72237,58,5,1,6,Divorced,2,PIP
4.99,1,221277,38,2,5,13,Married,7,Fully Meets
4.36,0,170134,48,3,4,12,Single,10,Fully Meets
3.61,2,108397,34,3,4,14,Widowed,5,Needs Improvement
4.06,0,186729,34,9,5,14,Divorced,8,Fully Meets
2.17,3,46444,48,15,3,16,Separated,1,PIP
3.28,4,97973,53,11,5,12,Widowed,8,Needs Improvement
4.43,2,177893,72,10,4,15,Single,6,Fully Meets
4.14,1,170700,34,8,5,7,Married,12,Exceeds
4.47,1,184783,51,3,4,10,Married,7,Fully Meets
4.23,3,111329,52,8,5,16,Single,6,Fully Meets
4.23,1,74601,51,7,4,10,Separated,7,Fully Meets
4.55,2,158862,68,9,4,15,Separated,10,Fully Meets
3.2,4,90413,59,10,3,12,Separated,7,Needs Improvement
4.24,2,98077,59,7,5,16,Single,12,Exceeds
2.53,2,145693,52,17,4,13,Separated,6,Needs Improvement
4.1,0,153967,45,3,5,12,Single,15,Exceeds
2.99,5,72216,57,22,4,13,Divorced,5,PIP
3.01,7,68798,38,10,2,7,Divorced,2,PIP
4.92,1,128291,64,5,5,13,Married,7,Fully Meets
4.82,0,151017,46,2,5,17,Married,10,Exceeds
4.43,2,102446,40,8,4,10,Married,8,Fully Meets
3.37,3,109715,45,6,5,10,Widowed,5,Needs Improvement
4.28,3,89033,45,10,4,8,Married,6,Fully Meets
4.78,1,155008,66,9,4,15,Married,8,Fully Meets
4.48,0,73107,38,7,5,13,Separated,10,Exceeds
4.58,3,142777,50,3,5,16,Married,11,Exceeds
4.09,3,159456,40,1,5,16,Separated,13,Exceeds
4.11,2,126983,55,2,5,12,Separated,7,Fully Meets
4.24,3,207583,34,7,4,10,Married,8,Fully Meets
4.78,1,151950,67,4,4,10,Single,7,Fully Meets
4.87,0,115709,39,6,5,8,Separated,14,Exceeds
2.14,4,80920,35,9,4,15,Widowed,7,Needs Improvement
4.41,2,119467,46,0,5,10,Divorced,14,Exceeds
4.21,1,117774,43,5,5,8,Separated,11,Exceeds
2.74,2,146348,40,12,4,7,Widowed,7,Needs Improvement
4.86,1,193050,47,7,5,8,Single,13,Exceeds
1.87,6,48951,45,5,1,16,Divorced,1,PIP
3.12,7,63620,35,18,2,15,Separated,4,PIP
3.86,2,107114,41,3,5,10,Widowed,5,Needs Improvement
4.63,2,202336,56,2,5,7,Divorced,12,Exceeds
4.14,2,182368,56,5,5,11,Single,13,Exceeds
4.8,1,215390,43,6,5,9,Single,7,Fully Meets
2.78,3,128585,49,5,5,8,Divorced,6,Needs Improvement
4.07,0,107743,51,7,4,13,Single,7,Fully Meets
4.84,1,137621,57,6,5,11,Single,14,Exceeds
2.48,3,45540,35,15,2,10,Separated,1,PIP
2.27,3,83477,56,12,4,13,Separated,5,Needs Improvement
4.5,3,55399,49,8,5,14,Single,11,Exceeds
1.55,5,48836,43,3,4,8,Married,3,PIP
3.95,3,68046,46,7,5,10,Divorced,6,Needs Improvement
4.15,2,129274,64,5,5,10,Separated,6,Fully Meets
1.75,6,51761,55,5,3,6,Single,4,PIP
4.33,2,94490,42,3,5,13,Single,11,Exceeds
4.06,1,47008,57,3,5,9,Single,14,Exceeds
4.47,3,220094,60,10,5,7,Married,10,Fully Meets
3.49,2,113429,58,5,4,12,Widowed,6,Needs Improvement
2.63,6,71793,32,24,3,13,Divorced,0,PIP
1.48,2,59901,47,8,4,8,Separated,1,PIP
4.81,2,166622,61,6,5,15,Married,9,Fully Meets
2.72,6,52049,54,8,1,11,Divorced,1,PIP
4.25,2,139106,66,3,4,13,Single,9,Fully Meets
4.74,0,207762,53,1,5,13,Married,11,Exceeds
3.17,3,65632,32,7,1,17,Divorced,3,PIP
2.6,2,114951,44,17,4,10,Widowed,8,Needs Improvement
2.94,4,52257,43,5,1,8,Separated,2,PIP
4.27,1,132639,31,6,5,10,Single,10,Fully Meets
4.46,1,186455,36,8,4,14,Married,9,Fully Meets
2.76,5,45701,49,24,2,11,Separated,4,PIP
1.35,6,57533,44,23,3,17,Divorced,4,PIP
4.43,2,172358,58,4,5,12,Married,10,Fully Meets
